PropMean.groups1,PropMean.groups2,PropRatio,Tstatistic,P.Value,FDR
5,0.135312901236339,0.168664593959729,0.802260261383884,-1.89094225462055,0.0616880678417677,0.431816474892374
7,0.292162134577914,0.236831524551885,1.23362856837037,1.37985019463317,0.170881055325292,0.482054657063982
1,0.0790421419053933,0.0403388886098873,1.95945264307603,1.25782179786709,0.211548095855342,0.482054657063982
6,0.175153010115572,0.191852667918002,0.912955821862394,-1.09691371127329,0.275459804036561,0.482054657063982
3,0.0592368738032557,0.0634924835641346,0.932974589715328,-0.566673194455771,0.57227650069024,0.692654599965638
4,0.0691002115532442,0.074493120575871,0.927605274407398,-0.453630407751193,0.651132406923572,0.692654599965638
2,0.189992726808282,0.224326720820491,0.846946481067302,-0.396463824282893,0.692654599965638,0.692654599965638
