PropMean.groups1,PropMean.groups2,PropRatio,Tstatistic,P.Value,FDR
3,0.0756368642768239,0.116927370291524,0.646870481122133,-2.15013806994999,0.034846260368953,0.243923822582671
6,0.176898169063157,0.163784870786603,1.08006416107651,-1.58968176436207,0.116214536894076,0.406750879129265
4,0.197314169188688,0.144761137011367,1.36303273974142,1.17148574200177,0.245200869223933,0.572135361522511
7,0.199175305626717,0.22886978044803,0.870256026098407,-0.953082126597117,0.343683631366353,0.601446354891118
1,0.121394531706911,0.10840406071312,1.11983380427204,-0.378324621603493,0.706283900764537,0.931665560411949
2,0.15092672437565,0.162776035755865,0.927204816573943,0.118777968049616,0.905776465829929,0.931665560411949
5,0.0786542357620537,0.0744767449934907,1.0560912103359,0.0860448701166726,0.931665560411949,0.931665560411949
